user_id,cluster
1437,0
1438,0
1439,0
1440,1
1441,1
1442,0
1443,0
1444,0
1445,1
1446,0
1447,0
1448,1
1449,1
1450,0
1451,1
1452,0
1453,0
1454,2
1455,0
1456,1
1457,2
1458,0
1459,0
1460,0
1461,0
1462,0
1463,2
1464,1
1465,0
1466,2
1467,1
1468,1
1469,0
1470,1
1471,1
1472,0
1473,0
1474,0
1475,1
1476,0
1477,1
1478,1
1479,0
1480,0
1481,2
1482,2
1483,0
1484,1
1485,0
1486,2
1487,0
1488,0
1489,0
1490,1
1491,0
1492,2
1493,1
1494,0
1495,0
1496,2
1497,0
1498,0
1499,0
1500,1
1501,1
1502,1
1503,0
1504,1
1505,0
1506,1
1507,0
1508,0
1509,0
1510,2
1511,0
1512,0
1513,1
1514,1
1515,1
1516,2
1517,1
1518,1
1519,0
1520,2
1521,1
1522,0
1523,1
1524,1
1525,1
1526,0
1527,2
1528,0
1529,1
1530,0
1531,1
1532,1
1533,1
1534,1
1535,2
1536,1
1537,1
1538,2
1539,0
1540,2
1541,1
1542,1
1543,2
1544,1
1545,2
1546,0
1547,2
1548,0
1549,1
1550,1
1551,1
1552,2
1553,1
1554,0
1555,0
1556,0
1557,1
1558,1
1559,0
1560,0
1561,1
1562,1
1563,1
1564,0
1565,0
1566,1
1567,0
1568,2
1569,1
1570,0
1571,2
1572,2
1573,0
1574,1
1575,0
1576,1
1577,1
1578,2
1579,0
1580,1
1581,0
1582,1
1583,1
1584,1
1585,1
1586,1
1587,0
1588,0
1589,0
1590,0
1591,1
1592,0
1593,1
1594,0
1595,0
1596,1
1597,2
1598,2
1599,0
1600,2
1601,2
1602,1
1603,1
1604,2
1605,0
1606,1
1607,1
1608,0
1609,1
1610,1
1611,2
1612,2
1613,1
1614,1
1615,1
1616,0
1617,1
1618,1
1619,2
1620,2
1621,1
1622,0
1623,0
1624,1
1625,0
1626,0
1627,0
1628,0
1629,0
1630,2
1631,0
1632,1
1633,0
1634,1
1635,1
1636,0
1637,0
1638,0
1639,2
1640,0
1641,1
1642,1
1643,1
1644,1
1645,0
1646,2
1647,2
1648,2
1649,2
1650,2
1651,1
1652,1
1653,2
1654,1
1655,1
1656,0
1657,0
1658,0
1659,0
1660,0
1661,0
1662,2
1663,0
1664,1
1665,1
1666,0
1667,0
1668,0
1669,0
1670,0
1671,0
1672,0
1673,1
1674,0
1675,1
1676,0
1677,1
1678,0
1679,1
1680,0
1681,1
1682,1
1683,1
1684,1
1685,1
1686,1
1687,1
1688,1
1689,0
1690,0
1691,2
1692,0
1693,0
1694,0
1695,0
1696,0
1697,1
1698,1
1699,0
1700,1
1701,2
1702,2
1703,0
1704,0
1705,1
1706,0
1707,1
1708,1
1709,2
1710,1
1711,0
1712,0
1713,1
1714,1
1715,1
1716,1
1717,1
1718,0
1719,1
1720,0
1721,0
1722,1
1723,2
1724,0
1725,2
1726,1
1727,1
1728,0
1729,1
1730,0
1731,0
1732,1
1733,1
1734,1
1735,1
1736,0
1737,0
1738,1
1739,0
1740,1
1741,0
1742,1
1743,1
1744,0
1745,2
1746,0
1747,1
1748,1
1749,1
1750,1
1751,0
1752,0
1753,0
1754,2
1755,0
1756,0
1757,0
1758,1
1759,2
1760,1
1761,0
1762,1
1763,0
1764,1
1765,0
1766,0
1767,2
1768,2
1769,0
1770,2
1771,1
1772,0
1773,1
1774,2
1775,0
1776,1
1777,0
1778,0
1779,1
1780,0
1781,0
1782,1
1783,0
1784,0
1785,1
1786,1
1787,0
1788,1
1789,0
1790,1
1791,0
1792,0
1793,1
1794,1
1795,0
1796,1
1797,2
1798,1
1799,0
1800,0
1801,0
1802,0
1803,0
1804,1
1805,0
1806,0
1807,1
1808,0
1809,1
1810,1
1811,0
1812,0
1813,0
1814,1
1815,0
1816,1
1817,0
1818,1
1819,1
1820,1
1821,2
1822,1
1823,0
1824,2
1825,1
1826,1
1827,1
1828,0
1829,0
1830,2
1831,1
1832,0
1833,0
1834,0
1835,0
1836,0
1837,0
1838,1
1839,0
1840,1
1841,0
1842,0
1843,1
1844,1
1845,1
1846,2
1847,0
1848,0
1849,1
1850,2
1851,1
1852,2
1853,0
1854,0
1855,0
1856,2
1857,0
1858,0
1859,1
1860,0
1861,0
1862,0
1863,0
1864,2
1865,2
1866,1
1867,0
1868,0
1869,0
1870,2
1871,1
1872,0
1873,0
1874,1
1875,1
1876,2
1877,1
1878,0
1879,0
1880,2
1881,2
1882,0
1883,1
1884,1
1885,2
1886,1
1887,0
1888,0
1889,1
1890,0
1891,2
1892,0
1893,0
1894,0
1895,0
1896,2
1897,2
1898,1
1899,0
1900,2
1901,1
1902,0
1903,0
1904,0
1905,0
1906,0
1907,0
1908,1
1909,0
1910,0
1911,1
1912,0
1913,0
1914,1
1915,0
1916,1
1917,1
1918,0
1919,0
1920,1
1921,1
1922,1
1923,1
1924,2
1925,0
1926,1
1927,1
1928,2
1929,0
1930,1
1931,0
1932,1
1933,2
1934,0
1935,0
1936,0
1937,0
1938,0
1939,1
1940,0
1941,1
1942,1
1943,1
1944,2
1945,0
1946,0
1947,1
1948,1
1949,2
1950,2
1951,1
1952,1
1953,1
1954,0
1955,0
1956,0
1957,1
1958,1
1959,2
1960,0
1961,0
1962,0
1963,2
1964,1
1965,0
1966,1
1967,1
1968,0
1969,0
1970,0
1971,0
1972,0
1973,0
1974,1
1975,1
1976,0
1977,1
1978,1
1979,2
1980,1
1981,0
1982,0
1983,0
1984,0
1985,1
1986,1
1987,1
1988,2
1989,0
1990,1
1991,2
1992,2
1993,0
1994,0
1995,0
1996,1
1997,0
1998,0
1999,0
2000,1
2001,0
2002,2
2003,0
2004,1
2005,2
2006,2
2007,0
2008,1
2009,2
2010,0
2011,1
2012,1
2013,2
2014,0
2015,1
2016,1
2017,1
2018,0
2019,0
2020,0
2021,0
2022,1
2023,0
2024,0
2025,1
2026,1
2027,0
2028,0
2029,1
2030,0
2031,1
2032,1
2033,1
2034,0
2035,2
2036,0
2037,0
2038,1
2039,2
2040,1
2041,0
2042,0
2043,1
2044,1
2045,2
2046,0
2047,0
2048,1
2049,1
2050,0
2051,1
2052,0
2053,0
2054,0
2055,0
2056,1
2057,1
2058,0
2059,1
2060,1
2061,0
2062,1
2063,1
2064,1
2065,1
2066,0
2067,0
2068,1
2069,0
2070,0
2071,0
2072,0
2073,1
2074,0
2075,2
2076,2
2077,0
2078,1
2079,1
2080,0
2081,0
2082,2
2083,0
2084,0
2085,2
2086,2
2087,2
2088,0
2089,0
2090,1
2091,0
2092,1
2093,1
2094,0
2095,1
2096,0
2097,2
2098,0
2099,1
2100,0
2101,0
2102,0
2103,1
2104,2
2105,0
2106,0
2107,1
2108,0
2109,0
2110,0
2111,0
2112,0
2113,0
2114,1
2115,1
2116,1
2117,2
2118,0
2119,1
2120,2
2121,2
2122,0
2123,0
2124,0
2125,0
2126,0
2127,1
2128,0
2129,0
2130,1
2131,0
2132,0
2133,0
2134,0
2135,1
2136,0
2137,1
2138,0
2139,1
2140,0
2141,0
2142,0
2143,2
2144,0
2145,0
2146,1
2147,0
2148,0
2149,1
2150,0
2151,0
2152,2
2153,0
2154,2
2155,1
2156,2
2157,0
2158,2
2159,0
2160,0
2161,0
2162,2
2163,0
2164,0
2165,1
2166,0
2167,0
2168,0
2169,2
2170,2
2171,2
2172,1
2173,1
2174,0
2175,1
2176,0
2177,1
2178,1
2179,1
2180,2
2181,0
2182,0
2183,0
2184,0
2185,0
2186,0
2187,0
2188,1
2189,0
2190,0
2191,2
2192,0
2193,1
2194,1
2195,0
2196,1
2197,0
2198,2
2199,2
2200,1
2201,0
2202,1
2203,1
2204,1
2205,0
2206,1
2207,1
2208,1
2209,0
2210,1
2211,1
2212,0
2213,1
2214,1
2215,0
2216,0
2217,1
2218,1
2219,0
2220,0
2221,0
2222,2
2223,1
2224,2
2225,1
2226,0
2227,1
2228,1
2229,0
2230,0
2231,1
2232,0
2233,0
2234,0
2235,0
2236,1
2237,0
2238,1
2239,0
2240,0
2241,1
2242,0
2243,2
2244,1
2245,0
2246,1
2247,0
2248,0
2249,0
2250,1
2251,0
2252,0
2253,0
2254,0
2255,1
2256,0
2257,1
2258,0
2259,0
2260,1
2261,1
2262,0
2263,0
2264,2
2265,2
2266,1
2267,1
2268,1
2269,1
2270,0
2271,0
2272,1
2273,1
2274,0
2275,2
2276,1
2277,2
2278,0
2279,0
2280,0
2281,1
2282,0
2283,1
2284,0
2285,0
2286,1
2287,0
2288,0
2289,0
2290,0
2291,0
2292,2
2293,1
2294,1
2295,1
2296,0
2297,2
2298,0
2299,0
2300,0
2301,0
2302,2
2303,1
2304,1
2305,1
2306,1
2307,0
2308,1
2309,1
2310,1
2311,0
2312,0
2313,0
2314,0
2315,0
2316,1
2317,1
2318,2
2319,1
2320,0
2321,0
2322,0
2323,1
2324,0
2325,0
2326,0
2327,0
2328,0
2329,2
2330,2
2331,0
2332,0
2333,0
2334,0
2335,0
2336,0
2337,0
2338,1
2339,0
2340,1
2341,0
2342,0
2343,1
2344,0
2345,0
2346,0
2347,0
2348,1
2349,1
2350,0
2351,1
2352,0
2353,1
2354,0
2355,0
2356,0
2357,2
2358,1
2359,1
2360,0
2361,0
2362,1
2363,0
2364,1
2365,2
2366,1
2367,2
2368,0
2369,0
2370,1
2371,0
2372,0
2373,1
2374,0
2375,2
2376,0
2377,1
2378,2
2379,1
2380,1
2381,2
2382,2
2383,1
2384,0
2385,0
2386,0
2387,1
2388,1
2389,0
2390,1
2391,1
2392,1
2393,1
2394,1
2395,1
2396,1
2397,0
2398,1
2399,0
2400,1
2401,2
2402,0
2403,0
2404,0
2405,2
2406,1
2407,0
2408,0
2409,0
2410,1
2411,2
2412,0
2413,0
2414,0
2415,0
2416,2
2417,0
2418,0
2419,0
2420,0
2421,2
2422,0
2423,0
2424,1
2425,0
2426,1
2427,1
2428,1
2429,1
2430,1
2431,1
2432,2
2433,0
2434,2
2435,1
2436,0
2437,0
2438,2
2439,0
2440,0
2441,1
2442,0
2443,1
2444,1
2445,2
2446,0
2447,0
2448,1
2449,2
2450,0
2451,1
2452,1
2453,1
2454,1
2455,0
2456,2
2457,1
2458,2
2459,1
2460,2
2461,2
2462,0
2463,1
2464,0
2465,0
2466,0
2467,0
2468,0
2469,0
2470,0
2471,0
2472,1
2473,1
2474,1
2475,1
2476,1
2477,0
2478,1
2479,0
2480,0
2481,1
2482,0
2483,0
2484,2
2485,0
2486,0
2487,1
2488,2
2489,0
2490,1
2491,0
2492,1
2493,0
2494,1
2495,0
2496,1
2497,2
2498,2
2499,1
2500,0
2501,0
2502,0
2503,1
2504,0
2505,1
2506,0
2507,1
2508,1
2509,0
2510,0
2511,0
2512,0
2513,2
2514,1
2515,1
2516,0
2517,1
2518,0
2519,2
2520,1
2521,1
2522,0
2523,1
2524,1
2525,1
2526,2
2527,0
2528,2
2529,0
2530,2
2531,1
2532,2
2533,1
2534,0
2535,0
2536,1
2537,0
2538,0
2539,1
2540,0
2541,0
2542,0
2543,0
2544,1
2545,0
2546,0
2547,1
2548,1
2549,0
2550,2
2551,2
2552,0
2553,0
2554,0
2555,1
2556,1
2557,0
2558,0
2559,0
2560,1
2561,0
2562,1
2563,1
2564,1
2565,0
2566,0
2567,1
2568,1
2569,0
2570,0
2571,1
2572,0
2573,2
2574,0
2575,1
2576,1
2577,1
2578,1
2579,2
2580,0
2581,1
2582,0
2583,1
2584,2
2585,2
2586,0
2587,2
2588,0
2589,0
2590,0
2591,0
2592,1
2593,1
2594,0
2595,1
2596,1
2597,2
2598,1
2599,0
2600,0
2601,0
2602,1
2603,0
2604,1
2605,1
2606,1
2607,0
2608,1
2609,1
2610,1
2611,0
2612,1
2613,2
2614,0
2615,0
2616,1
2617,2
2618,0
2619,0
2620,1
2621,0
2622,1
2623,2
2624,1
2625,1
2626,1
2627,2
2628,0
2629,1
2630,0
2631,0
2632,0
2633,0
2634,0
2635,0
2636,1
2637,1
2638,0
2639,0
2640,0
2641,1
2642,0
2643,1
2644,1
2645,0
2646,1
2647,0
2648,1
2649,0
2650,2
2651,1
2652,0
2653,0
2654,1
2655,0
2656,1
2657,1
2658,0
2659,0
2660,0
2661,0
2662,0
2663,1
2664,0
2665,1
2666,1
2667,0
2668,0
2669,0
2670,0
2671,2
2672,0
2673,0
2674,0
2675,1
2676,1
2677,1
2678,0
2679,0
2680,0
2681,0
2682,0
2683,1
2684,1
2685,1
2686,2
2687,0
2688,1
2689,1
2690,2
2691,1
2692,1
2693,0
2694,2
2695,1
2696,0
2697,1
2698,1
2699,2
2700,1
2701,1
2702,0
2703,0
2704,0
2705,1
2706,1
2707,0
2708,1
2709,1
2710,0
2711,2
2712,2
2713,1
2714,0
2715,2
2716,1
2717,1
2718,0
2719,1
2720,0
2721,1
2722,0
2723,1
2724,0
2725,1
2726,0
2727,1
2728,1
2729,1
2730,1
2731,1
2732,1
2733,2
2734,0
2735,1
2736,0
2737,1
2738,0
2739,0
2740,0
2741,1
2742,2
2743,0
2744,0
2745,0
2746,1
2747,1
2748,1
2749,1
2750,0
2751,0
2752,0
2753,1
2754,0
2755,0
2756,2
2757,1
2758,0
2759,0
2760,0
2761,2
2762,0
2763,0
2764,0
2765,2
2766,0
2767,1
2768,1
2769,0
2770,2
2771,0
2772,0
2773,0
2774,1
2775,0
2776,0
2777,1
2778,0
2779,1
2780,1
2781,2
2782,0
2783,0
2784,0
2785,2
2786,1
2787,0
2788,1
2789,0
2790,1
2791,0
2792,1
2793,0
2794,0
2795,0
2796,0
2797,0
2798,1
2799,0
2800,0
2801,0
2802,0
2803,0
2804,0
2805,0
2806,1
2807,1
2808,0
2809,1
2810,2
2811,1
2812,0
2813,0
2814,2
2815,0
2816,0
2817,1
2818,0
2819,1
2820,0
2821,0
2822,0
2823,1
2824,0
2825,0
2826,2
2827,1
2828,0
2829,1
2830,0
2831,2
2832,0
2833,1
2834,1
2835,2
2836,2
2837,0
2838,0
2839,0
2840,0
2841,1
2842,1
2843,1
2844,0
2845,2
2846,1
2847,0
2848,0
2849,1
2850,2
2851,0
2852,1
2853,1
2854,1
2855,0
2856,0
2857,1
2858,1
2859,0
2860,2
2861,1
2862,2
2863,2
2864,1
2865,1
2866,1
2867,0
2868,0
2869,0
2870,0
2871,0
2872,0
2873,0
2874,0
2875,1
2876,0
2877,0
2878,1
2879,0
2880,2
2881,0
2882,0
2883,0
2884,0
2885,0
2886,0
2887,0
2888,2
2889,1
2890,2
2891,0
2892,1
2893,1
2894,2
2895,1
2896,0
2897,1
2898,2
2899,0
2900,0
2901,1
2902,1
2903,2
2904,0
2905,0
2906,0
2907,0
2908,0
2909,1
2910,2
2911,0
2912,0
2913,0
2914,0
2915,2
2916,0
2917,0
2918,2
2919,1
2920,1
2921,0
2922,2
2923,1
2924,1
2925,0
2926,0
2927,2
2928,0
2929,1
2930,0
2931,0
2932,0
2933,1
2934,0
2935,0
2936,1
2937,0
2938,0
2939,0
2940,0
2941,0
2942,1
2943,0
2944,2
2945,0
2946,1
2947,0
2948,1
2949,0
2950,0
2951,1
2952,1
2953,1
2954,1
2955,0
2956,0
2957,0
2958,1
2959,0
2960,2
2961,0
2962,2
2963,1
2964,1
2965,1
2966,1
2967,0
2968,1
2969,1
2970,0
2971,1
2972,2
2973,0
2974,1
2975,0
2976,0
2977,2
2978,1
2979,2
2980,2
2981,1
2982,1
2983,0
2984,0
2985,1
2986,0
2987,0
2988,0
2989,0
2990,0
2991,1
2992,0
